,cmip,gcm_original,gcm,scenario,rgi_reg,end_year,bias_correction,perc_area_missing,fpath,exp,historical_future_option,oggm_version
CMIP6:2100:BCC-CSM2-MR:ssp126:RGI18,CMIP6,BCC-CSM2-MR,BCC-CSM2-MR,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_BCC-CSM2-MR_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3:ssp585:RGI18,CMIP6,EC-Earth3,EC-EARTH3,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:ACCESS-CM2:ssp585:RGI18,CMIP6,ACCESS-CM2,ACCESS-CM2,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_ACCESS-CM2_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:IPSL-CM6A-LR:ssp585:RGI18,CMIP6,IPSL-CM6A-LR,IPSL-CM6A-LR,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CANESM5:ssp534-over:RGI18,CMIP6,CanESM5,CANESM5,ssp534-over,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CanESM5_ssp534-over_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:ACCESS-ESM1-5:ssp126:RGI18,CMIP6,ACCESS-ESM1-5,ACCESS-ESM1-5,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_ACCESS-ESM1-5_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp534-over:RGI18,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp534-over,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp534-over_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:NORESM2-MM:ssp126:RGI18,CMIP6,NorESM2-MM,NORESM2-MM,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM5-0:ssp585:RGI18,CMIP6,INM-CM5-0,INM-CM5-0,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM4-8:ssp585:RGI18,CMIP6,INM-CM4-8,INM-CM4-8,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CESM2:ssp126:RGI18,CMIP6,CESM2,CESM2,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CESM2_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3-VEG:ssp126:RGI18,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp245:RGI18,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp245,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:GFDL-ESM4:ssp370:RGI18,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp370,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CAMS-CSM1-0:ssp119:RGI18,CMIP6,CAMS-CSM1-0,CAMS-CSM1-0,ssp119,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:BCC-CSM2-MR:ssp585:RGI18,CMIP6,BCC-CSM2-MR,BCC-CSM2-MR,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_BCC-CSM2-MR_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CESM2-WACCM:ssp370:RGI18,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp370,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:GFDL-ESM4:ssp119:RGI18,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp119,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:FGOALS-F3-L:ssp585:RGI18,CMIP6,FGOALS-f3-L,FGOALS-F3-L,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_FGOALS-f3-L_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CAMS-CSM1-0:ssp370:RGI18,CMIP6,CAMS-CSM1-0,CAMS-CSM1-0,ssp370,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3:ssp126:RGI18,CMIP6,EC-Earth3,EC-EARTH3,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MPI-ESM1-2-HR:ssp245:RGI18,CMIP6,MPI-ESM1-2-HR,MPI-ESM1-2-HR,ssp245,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CMCC-CM2-SR5:ssp245:RGI18,CMIP6,CMCC-CM2-SR5,CMCC-CM2-SR5,ssp245,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CMCC-CM2-SR5_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:NORESM2-MM:ssp585:RGI18,CMIP6,NorESM2-MM,NORESM2-MM,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:ACCESS-ESM1-5:ssp585:RGI18,CMIP6,ACCESS-ESM1-5,ACCESS-ESM1-5,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_ACCESS-ESM1-5_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:IPSL-CM6A-LR:ssp126:RGI18,CMIP6,IPSL-CM6A-LR,IPSL-CM6A-LR,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:ACCESS-CM2:ssp126:RGI18,CMIP6,ACCESS-CM2,ACCESS-CM2,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_ACCESS-CM2_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MPI-ESM1-2-HR:ssp370:RGI18,CMIP6,MPI-ESM1-2-HR,MPI-ESM1-2-HR,ssp370,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3-VEG:ssp585:RGI18,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CAMS-CSM1-0:ssp245:RGI18,CMIP6,CAMS-CSM1-0,CAMS-CSM1-0,ssp245,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CESM2-WACCM:ssp245:RGI18,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp245,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CESM2:ssp585:RGI18,CMIP6,CESM2,CESM2,ssp585,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_CESM2_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp119:RGI18,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp119,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM5-0:ssp126:RGI18,CMIP6,INM-CM5-0,INM-CM5-0,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM4-8:ssp126:RGI18,CMIP6,INM-CM4-8,INM-CM4-8,ssp126,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:GFDL-ESM4:ssp245:RGI18,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp245,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp370:RGI18,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI18,2100,2000-2019,4.475809540532329e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI18/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3:ssp245:RGI12,CMIP6,EC-Earth3,EC-EARTH3,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CMCC-CM2-SR5:ssp245:RGI12,CMIP6,CMCC-CM2-SR5,CMCC-CM2-SR5,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_CMCC-CM2-SR5_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:TAIESM1:ssp585:RGI12,CMIP6,TaiESM1,TAIESM1,ssp585,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_TaiESM1_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CESM2:ssp370:RGI12,CMIP6,CESM2,CESM2,ssp370,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_CESM2_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:IPSL-CM6A-LR:ssp534-over:RGI12,CMIP6,IPSL-CM6A-LR,IPSL-CM6A-LR,ssp534-over,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp534-over_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3-VEG:ssp245:RGI12,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM5-0:ssp370:RGI12,CMIP6,INM-CM5-0,INM-CM5-0,ssp370,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM4-8:ssp370:RGI12,CMIP6,INM-CM4-8,INM-CM4-8,ssp370,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp245:RGI12,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3-VEG:ssp119:RGI12,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp119,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp119:RGI12,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp119,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:FGOALS-F3-L:ssp126:RGI12,CMIP6,FGOALS-f3-L,FGOALS-F3-L,ssp126,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_FGOALS-f3-L_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:BCC-CSM2-MR:ssp126:RGI12,CMIP6,BCC-CSM2-MR,BCC-CSM2-MR,ssp126,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_BCC-CSM2-MR_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp370:RGI12,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM4-8:ssp245:RGI12,CMIP6,INM-CM4-8,INM-CM4-8,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:INM-CM5-0:ssp245:RGI12,CMIP6,INM-CM5-0,INM-CM5-0,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3-VEG:ssp370:RGI12,CMIP6,EC-Earth3-Veg,EC-EARTH3-VEG,ssp370,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:GFDL-ESM4:ssp126:RGI12,CMIP6,GFDL-ESM4,GFDL-ESM4,ssp126,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CESM2:ssp245:RGI12,CMIP6,CESM2,CESM2,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_CESM2_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CESM2-WACCM:ssp534-over:RGI12,CMIP6,CESM2-WACCM,CESM2-WACCM,ssp534-over,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp534-over_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MPI-ESM1-2-HR:ssp585:RGI12,CMIP6,MPI-ESM1-2-HR,MPI-ESM1-2-HR,ssp585,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:NORESM2-MM:ssp585:RGI12,CMIP6,NorESM2-MM,NORESM2-MM,ssp585,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:IPSL-CM6A-LR:ssp126:RGI12,CMIP6,IPSL-CM6A-LR,IPSL-CM6A-LR,ssp126,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:ACCESS-CM2:ssp126:RGI12,CMIP6,ACCESS-CM2,ACCESS-CM2,ssp126,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_ACCESS-CM2_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:EC-EARTH3:ssp370:RGI12,CMIP6,EC-Earth3,EC-EARTH3,ssp370,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:MRI-ESM2-0:ssp534-over:RGI12,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp534-over,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp534-over_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
CMIP6:2100:CAMS-CSM1-0:ssp245:RGI12,CMIP6,CAMS-CSM1-0,CAMS-CSM1-0,ssp245,RGI12,2100,2000-2019,0.11932972810851175,/home/www/oggm/oggm-standard-projections/oggm_v16/2023.3/CMIP6/2100/RGI12/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
